,dataset,theta,metric,method,accuracy
27751,20,1.42,psnr,entropy,0.5054347826086957
27752,20,1.43,psnr,image,0.5
27753,20,1.43,psnr,sphere,0.5
27754,20,1.43,psnr,xihe,0.5
27755,20,1.43,psnr,entropy,0.5054347826086957
27756,20,1.44,psnr,image,0.5
27757,20,1.44,psnr,sphere,0.5
27758,20,1.44,psnr,xihe,0.5
27759,20,1.44,psnr,entropy,0.5054347826086957
27760,20,1.45,psnr,image,0.5
27761,20,1.45,psnr,sphere,0.5
27762,20,1.45,psnr,xihe,0.5
27763,20,1.45,psnr,entropy,0.5054347826086957
27764,20,1.46,psnr,image,0.5
27765,20,1.46,psnr,sphere,0.5
27766,20,1.46,psnr,xihe,0.5
27767,20,1.46,psnr,entropy,0.5027173913043478
27768,20,1.47,psnr,image,0.5
27769,20,1.47,psnr,sphere,0.5
27770,20,1.47,psnr,xihe,0.5
27771,20,1.47,psnr,entropy,0.5027173913043478
27772,20,1.48,psnr,image,0.5
27773,20,1.48,psnr,sphere,0.5
27774,20,1.48,psnr,xihe,0.5
27775,20,1.48,psnr,entropy,0.5027173913043478
27776,20,1.49,psnr,image,0.5
27777,20,1.49,psnr,sphere,0.5
27778,20,1.49,psnr,xihe,0.5
27779,20,1.49,psnr,entropy,0.5027173913043478
27780,20,1.5,psnr,image,0.5
27781,20,1.5,psnr,sphere,0.5
27782,20,1.5,psnr,xihe,0.5
27783,20,1.5,psnr,entropy,0.5027173913043478
27784,21,0.0,psnr,image,0.5
27785,21,0.0,psnr,sphere,0.5
27786,21,0.0,psnr,xihe,0.5
27787,21,0.0,psnr,entropy,0.5
27788,21,0.01,psnr,image,0.5
27789,21,0.01,psnr,sphere,0.4844559585492228
27790,21,0.01,psnr,xihe,0.48186528497409326
27791,21,0.01,psnr,entropy,0.49222797927461137
27792,21,0.02,psnr,image,0.5
27793,21,0.02,psnr,sphere,0.48704663212435234
27794,21,0.02,psnr,xihe,0.48186528497409326
27795,21,0.02,psnr,entropy,0.49222797927461137
27796,21,0.03,psnr,image,0.5
27797,21,0.03,psnr,sphere,0.5025906735751295
27798,21,0.03,psnr,xihe,0.48186528497409326
27799,21,0.03,psnr,entropy,0.49222797927461137
27800,21,0.04,psnr,image,0.5
27801,21,0.04,psnr,sphere,0.5569948186528497
27802,21,0.04,psnr,xihe,0.48186528497409326
27803,21,0.04,psnr,entropy,0.49222797927461137
27804,21,0.05,psnr,image,0.5
27805,21,0.05,psnr,sphere,0.6036269430051814
27806,21,0.05,psnr,xihe,0.48186528497409326
27807,21,0.05,psnr,entropy,0.49222797927461137
27808,21,0.06,psnr,image,0.5
27809,21,0.06,psnr,sphere,0.6347150259067358
27810,21,0.06,psnr,xihe,0.48186528497409326
27811,21,0.06,psnr,entropy,0.4896373056994819
27812,21,0.07,psnr,image,0.5
27813,21,0.07,psnr,sphere,0.6839378238341969
27814,21,0.07,psnr,xihe,0.48186528497409326
27815,21,0.07,psnr,entropy,0.48704663212435234
27816,21,0.08,psnr,image,0.5
27817,21,0.08,psnr,sphere,0.7150259067357513
27818,21,0.08,psnr,xihe,0.48186528497409326
27819,21,0.08,psnr,entropy,0.48704663212435234
27820,21,0.09,psnr,image,0.5
27821,21,0.09,psnr,sphere,0.7305699481865285
27822,21,0.09,psnr,xihe,0.48186528497409326
27823,21,0.09,psnr,entropy,0.4844559585492228
27824,21,0.1,psnr,image,0.5
27825,21,0.1,psnr,sphere,0.7020725388601037
27826,21,0.1,psnr,xihe,0.48186528497409326
27827,21,0.1,psnr,entropy,0.4844559585492228
27828,21,0.11,psnr,image,0.5
27829,21,0.11,psnr,sphere,0.6994818652849741
27830,21,0.11,psnr,xihe,0.4844559585492228
27831,21,0.11,psnr,entropy,0.4844559585492228
27832,21,0.12,psnr,image,0.5
27833,21,0.12,psnr,sphere,0.6709844559585493
27834,21,0.12,psnr,xihe,0.4844559585492228
27835,21,0.12,psnr,entropy,0.4844559585492228
27836,21,0.13,psnr,image,0.5
27837,21,0.13,psnr,sphere,0.6476683937823834
27838,21,0.13,psnr,xihe,0.4844559585492228
27839,21,0.13,psnr,entropy,0.48704663212435234
27840,21,0.14,psnr,image,0.5
27841,21,0.14,psnr,sphere,0.655440414507772
27842,21,0.14,psnr,xihe,0.4844559585492228
27843,21,0.14,psnr,entropy,0.4844559585492228
27844,21,0.15,psnr,image,0.5
27845,21,0.15,psnr,sphere,0.6217616580310881
27846,21,0.15,psnr,xihe,0.4844559585492228
27847,21,0.15,psnr,entropy,0.4844559585492228
27848,21,0.16,psnr,image,0.5
27849,21,0.16,psnr,sphere,0.5854922279792746
27850,21,0.16,psnr,xihe,0.4844559585492228
27851,21,0.16,psnr,entropy,0.4844559585492228
27852,21,0.17,psnr,image,0.5
27853,21,0.17,psnr,sphere,0.5699481865284974
27854,21,0.17,psnr,xihe,0.4844559585492228
27855,21,0.17,psnr,entropy,0.4844559585492228
27856,21,0.18,psnr,image,0.5
27857,21,0.18,psnr,sphere,0.5673575129533679
27858,21,0.18,psnr,xihe,0.4844559585492228
27859,21,0.18,psnr,entropy,0.4844559585492228
27860,21,0.19,psnr,image,0.5
27861,21,0.19,psnr,sphere,0.5647668393782384
27862,21,0.19,psnr,xihe,0.4844559585492228
27863,21,0.19,psnr,entropy,0.48704663212435234
27864,21,0.2,psnr,image,0.5
27865,21,0.2,psnr,sphere,0.5414507772020726
27866,21,0.2,psnr,xihe,0.48704663212435234
27867,21,0.2,psnr,entropy,0.48704663212435234
27868,21,0.21,psnr,image,0.5
27869,21,0.21,psnr,sphere,0.538860103626943
27870,21,0.21,psnr,xihe,0.49222797927461137
27871,21,0.21,psnr,entropy,0.4896373056994819
27872,21,0.22,psnr,image,0.5
27873,21,0.22,psnr,sphere,0.5362694300518135
27874,21,0.22,psnr,xihe,0.49740932642487046
27875,21,0.22,psnr,entropy,0.4896373056994819
27876,21,0.23,psnr,image,0.5
27877,21,0.23,psnr,sphere,0.5233160621761658
27878,21,0.23,psnr,xihe,0.5
27879,21,0.23,psnr,entropy,0.49222797927461137
27880,21,0.24,psnr,image,0.5
27881,21,0.24,psnr,sphere,0.5155440414507773
27882,21,0.24,psnr,xihe,0.5025906735751295
27883,21,0.24,psnr,entropy,0.49222797927461137
27884,21,0.25,psnr,image,0.5
27885,21,0.25,psnr,sphere,0.5103626943005182
27886,21,0.25,psnr,xihe,0.5077720207253886
27887,21,0.25,psnr,entropy,0.49222797927461137
27888,21,0.26,psnr,image,0.5
27889,21,0.26,psnr,sphere,0.5077720207253886
27890,21,0.26,psnr,xihe,0.5077720207253886
27891,21,0.26,psnr,entropy,0.49222797927461137
27892,21,0.27,psnr,image,0.5
27893,21,0.27,psnr,sphere,0.5051813471502591
27894,21,0.27,psnr,xihe,0.5155440414507773
27895,21,0.27,psnr,entropy,0.4948186528497409
27896,21,0.28,psnr,image,0.5
27897,21,0.28,psnr,sphere,0.5051813471502591
27898,21,0.28,psnr,xihe,0.5207253886010362
27899,21,0.28,psnr,entropy,0.49740932642487046
27900,21,0.29,psnr,image,0.5
27901,21,0.29,psnr,sphere,0.5025906735751295
27902,21,0.29,psnr,xihe,0.5207253886010362
27903,21,0.29,psnr,entropy,0.49740932642487046
27904,21,0.3,psnr,image,0.5
27905,21,0.3,psnr,sphere,0.5
27906,21,0.3,psnr,xihe,0.5310880829015544
27907,21,0.3,psnr,entropy,0.5025906735751295
27908,21,0.31,psnr,image,0.5
27909,21,0.31,psnr,sphere,0.5
27910,21,0.31,psnr,xihe,0.5207253886010362
27911,21,0.31,psnr,entropy,0.5103626943005182
27912,21,0.32,psnr,image,0.5
27913,21,0.32,psnr,sphere,0.5
27914,21,0.32,psnr,xihe,0.5284974093264249
27915,21,0.32,psnr,entropy,0.5181347150259067
27916,21,0.33,psnr,image,0.5
27917,21,0.33,psnr,sphere,0.5
27918,21,0.33,psnr,xihe,0.5414507772020726
27919,21,0.33,psnr,entropy,0.5207253886010362
27920,21,0.34,psnr,image,0.5
27921,21,0.34,psnr,sphere,0.5
27922,21,0.34,psnr,xihe,0.5414507772020726
27923,21,0.34,psnr,entropy,0.5233160621761658
27924,21,0.35,psnr,image,0.5
27925,21,0.35,psnr,sphere,0.5
27926,21,0.35,psnr,xihe,0.5518134715025906
27927,21,0.35,psnr,entropy,0.5284974093264249
27928,21,0.36,psnr,image,0.5
27929,21,0.36,psnr,sphere,0.5
27930,21,0.36,psnr,xihe,0.5699481865284974
27931,21,0.36,psnr,entropy,0.5414507772020726
27932,21,0.37,psnr,image,0.5
27933,21,0.37,psnr,sphere,0.5
27934,21,0.37,psnr,xihe,0.5673575129533679
27935,21,0.37,psnr,entropy,0.5414507772020726
27936,21,0.38,psnr,image,0.5
27937,21,0.38,psnr,sphere,0.5
27938,21,0.38,psnr,xihe,0.5854922279792746
27939,21,0.38,psnr,entropy,0.5492227979274611
27940,21,0.39,psnr,image,0.5
27941,21,0.39,psnr,sphere,0.5
27942,21,0.39,psnr,xihe,0.5932642487046632
27943,21,0.39,psnr,entropy,0.5647668393782384
27944,21,0.4,psnr,image,0.5
27945,21,0.4,psnr,sphere,0.5
27946,21,0.4,psnr,xihe,0.5984455958549223
27947,21,0.4,psnr,entropy,0.5777202072538861
27948,21,0.41,psnr,image,0.5
27949,21,0.41,psnr,sphere,0.5
27950,21,0.41,psnr,xihe,0.6062176165803109
27951,21,0.41,psnr,entropy,0.5932642487046632
27952,21,0.42,psnr,image,0.5
27953,21,0.42,psnr,sphere,0.5
27954,21,0.42,psnr,xihe,0.6113989637305699
27955,21,0.42,psnr,entropy,0.6010362694300518
27956,21,0.43,psnr,image,0.5
27957,21,0.43,psnr,sphere,0.5
27958,21,0.43,psnr,xihe,0.6113989637305699
27959,21,0.43,psnr,entropy,0.6113989637305699
27960,21,0.44,psnr,image,0.5
27961,21,0.44,psnr,sphere,0.5
27962,21,0.44,psnr,xihe,0.6269430051813472
27963,21,0.44,psnr,entropy,0.616580310880829
27964,21,0.45,psnr,image,0.5
27965,21,0.45,psnr,sphere,0.5
27966,21,0.45,psnr,xihe,0.6243523316062176
27967,21,0.45,psnr,entropy,0.6295336787564767
27968,21,0.46,psnr,image,0.5
27969,21,0.46,psnr,sphere,0.5
27970,21,0.46,psnr,xihe,0.6295336787564767
27971,21,0.46,psnr,entropy,0.6476683937823834
27972,21,0.47,psnr,image,0.5
27973,21,0.47,psnr,sphere,0.5
27974,21,0.47,psnr,xihe,0.6373056994818653
27975,21,0.47,psnr,entropy,0.6528497409326425
27976,21,0.48,psnr,image,0.5
27977,21,0.48,psnr,sphere,0.5
27978,21,0.48,psnr,xihe,0.6321243523316062
27979,21,0.48,psnr,entropy,0.6658031088082902
27980,21,0.49,psnr,image,0.5
27981,21,0.49,psnr,sphere,0.5
27982,21,0.49,psnr,xihe,0.6347150259067358
27983,21,0.49,psnr,entropy,0.6735751295336787
27984,21,0.5,psnr,image,0.5
27985,21,0.5,psnr,sphere,0.5
27986,21,0.5,psnr,xihe,0.6321243523316062
27987,21,0.5,psnr,entropy,0.6787564766839378
27988,21,0.51,psnr,image,0.5
27989,21,0.51,psnr,sphere,0.5
27990,21,0.51,psnr,xihe,0.6243523316062176
27991,21,0.51,psnr,entropy,0.6839378238341969
27992,21,0.52,psnr,image,0.5
27993,21,0.52,psnr,sphere,0.5
27994,21,0.52,psnr,xihe,0.6217616580310881
27995,21,0.52,psnr,entropy,0.6968911917098446
27996,21,0.53,psnr,image,0.5
27997,21,0.53,psnr,sphere,0.5
27998,21,0.53,psnr,xihe,0.6321243523316062
27999,21,0.53,psnr,entropy,0.6968911917098446
28000,21,0.54,psnr,image,0.5
28001,21,0.54,psnr,sphere,0.5
28002,21,0.54,psnr,xihe,0.6373056994818653
28003,21,0.54,psnr,entropy,0.6994818652849741
28004,21,0.55,psnr,image,0.5
28005,21,0.55,psnr,sphere,0.5
28006,21,0.55,psnr,xihe,0.6373056994818653
28007,21,0.55,psnr,entropy,0.7124352331606217
28008,21,0.56,psnr,image,0.5
28009,21,0.56,psnr,sphere,0.5
28010,21,0.56,psnr,xihe,0.6347150259067358
28011,21,0.56,psnr,entropy,0.7227979274611399
28012,21,0.57,psnr,image,0.5
28013,21,0.57,psnr,sphere,0.5
28014,21,0.57,psnr,xihe,0.6295336787564767
28015,21,0.57,psnr,entropy,0.7253886010362695
28016,21,0.58,psnr,image,0.5
28017,21,0.58,psnr,sphere,0.5
28018,21,0.58,psnr,xihe,0.6321243523316062
28019,21,0.58,psnr,entropy,0.7227979274611399
28020,21,0.59,psnr,image,0.5
28021,21,0.59,psnr,sphere,0.5
28022,21,0.59,psnr,xihe,0.6450777202072538
28023,21,0.59,psnr,entropy,0.7202072538860104
28024,21,0.6,psnr,image,0.5
28025,21,0.6,psnr,sphere,0.5
28026,21,0.6,psnr,xihe,0.6398963730569949
28027,21,0.6,psnr,entropy,0.6917098445595855
28028,21,0.61,psnr,image,0.5
28029,21,0.61,psnr,sphere,0.5
28030,21,0.61,psnr,xihe,0.6424870466321243
28031,21,0.61,psnr,entropy,0.6761658031088082
28032,21,0.62,psnr,image,0.5
28033,21,0.62,psnr,sphere,0.5
28034,21,0.62,psnr,xihe,0.6398963730569949
28035,21,0.62,psnr,entropy,0.6813471502590673
28036,21,0.63,psnr,image,0.5
28037,21,0.63,psnr,sphere,0.5
28038,21,0.63,psnr,xihe,0.6424870466321243
28039,21,0.63,psnr,entropy,0.6787564766839378
28040,21,0.64,psnr,image,0.5
28041,21,0.64,psnr,sphere,0.5
28042,21,0.64,psnr,xihe,0.6424870466321243
28043,21,0.64,psnr,entropy,0.6761658031088082
28044,21,0.65,psnr,image,0.5
28045,21,0.65,psnr,sphere,0.5
28046,21,0.65,psnr,xihe,0.6347150259067358
28047,21,0.65,psnr,entropy,0.6761658031088082
28048,21,0.66,psnr,image,0.5
28049,21,0.66,psnr,sphere,0.5
28050,21,0.66,psnr,xihe,0.6269430051813472
28051,21,0.66,psnr,entropy,0.6917098445595855
28052,21,0.67,psnr,image,0.5
28053,21,0.67,psnr,sphere,0.5
28054,21,0.67,psnr,xihe,0.6269430051813472
28055,21,0.67,psnr,entropy,0.7020725388601037
28056,21,0.68,psnr,image,0.5
28057,21,0.68,psnr,sphere,0.5
28058,21,0.68,psnr,xihe,0.6269430051813472
28059,21,0.68,psnr,entropy,0.7072538860103627
28060,21,0.69,psnr,image,0.5
28061,21,0.69,psnr,sphere,0.5
28062,21,0.69,psnr,xihe,0.6217616580310881
28063,21,0.69,psnr,entropy,0.7072538860103627
28064,21,0.7,psnr,image,0.5
28065,21,0.7,psnr,sphere,0.5
28066,21,0.7,psnr,xihe,0.6113989637305699
28067,21,0.7,psnr,entropy,0.7046632124352331
28068,21,0.71,psnr,image,0.5
28069,21,0.71,psnr,sphere,0.5
28070,21,0.71,psnr,xihe,0.6062176165803109
28071,21,0.71,psnr,entropy,0.6968911917098446
28072,21,0.72,psnr,image,0.5
28073,21,0.72,psnr,sphere,0.5
28074,21,0.72,psnr,xihe,0.6036269430051814
28075,21,0.72,psnr,entropy,0.6994818652849741
28076,21,0.73,psnr,image,0.5
28077,21,0.73,psnr,sphere,0.5
28078,21,0.73,psnr,xihe,0.5958549222797928
28079,21,0.73,psnr,entropy,0.694300518134715
28080,21,0.74,psnr,image,0.5
28081,21,0.74,psnr,sphere,0.5
28082,21,0.74,psnr,xihe,0.5880829015544041
28083,21,0.74,psnr,entropy,0.6787564766839378
28084,21,0.75,psnr,image,0.5
28085,21,0.75,psnr,sphere,0.5
28086,21,0.75,psnr,xihe,0.5854922279792746
28087,21,0.75,psnr,entropy,0.6709844559585493
28088,21,0.76,psnr,image,0.5
28089,21,0.76,psnr,sphere,0.5
28090,21,0.76,psnr,xihe,0.582901554404145
28091,21,0.76,psnr,entropy,0.6632124352331606
28092,21,0.77,psnr,image,0.5
28093,21,0.77,psnr,sphere,0.5
28094,21,0.77,psnr,xihe,0.572538860103627
28095,21,0.77,psnr,entropy,0.6502590673575129
28096,21,0.78,psnr,image,0.5
28097,21,0.78,psnr,sphere,0.5
28098,21,0.78,psnr,xihe,0.5647668393782384
28099,21,0.78,psnr,entropy,0.6502590673575129
28100,21,0.79,psnr,image,0.5
28101,21,0.79,psnr,sphere,0.5
28102,21,0.79,psnr,xihe,0.5544041450777202
28103,21,0.79,psnr,entropy,0.6321243523316062
28104,21,0.8,psnr,image,0.5
28105,21,0.8,psnr,sphere,0.5
28106,21,0.8,psnr,xihe,0.5544041450777202
28107,21,0.8,psnr,entropy,0.6269430051813472
28108,21,0.81,psnr,image,0.5
28109,21,0.81,psnr,sphere,0.5
28110,21,0.81,psnr,xihe,0.5466321243523317
28111,21,0.81,psnr,entropy,0.6139896373056994
28112,21,0.82,psnr,image,0.5
28113,21,0.82,psnr,sphere,0.5
28114,21,0.82,psnr,xihe,0.5414507772020726
28115,21,0.82,psnr,entropy,0.6113989637305699
28116,21,0.83,psnr,image,0.5
28117,21,0.83,psnr,sphere,0.5
28118,21,0.83,psnr,xihe,0.533678756476684
28119,21,0.83,psnr,entropy,0.5984455958549223
28120,21,0.84,psnr,image,0.5
28121,21,0.84,psnr,sphere,0.5
28122,21,0.84,psnr,xihe,0.5284974093264249
28123,21,0.84,psnr,entropy,0.5932642487046632
28124,21,0.85,psnr,image,0.5
28125,21,0.85,psnr,sphere,0.5
28126,21,0.85,psnr,xihe,0.5259067357512953
28127,21,0.85,psnr,entropy,0.5984455958549223
28128,21,0.86,psnr,image,0.5
28129,21,0.86,psnr,sphere,0.5
28130,21,0.86,psnr,xihe,0.5259067357512953
28131,21,0.86,psnr,entropy,0.5958549222797928
28132,21,0.87,psnr,image,0.5
28133,21,0.87,psnr,sphere,0.5
28134,21,0.87,psnr,xihe,0.5207253886010362
28135,21,0.87,psnr,entropy,0.5880829015544041
28136,21,0.88,psnr,image,0.5
28137,21,0.88,psnr,sphere,0.5
28138,21,0.88,psnr,xihe,0.5181347150259067
28139,21,0.88,psnr,entropy,0.582901554404145
28140,21,0.89,psnr,image,0.5
28141,21,0.89,psnr,sphere,0.5
28142,21,0.89,psnr,xihe,0.5181347150259067
28143,21,0.89,psnr,entropy,0.582901554404145
28144,21,0.9,psnr,image,0.5
28145,21,0.9,psnr,sphere,0.5
28146,21,0.9,psnr,xihe,0.5155440414507773
28147,21,0.9,psnr,entropy,0.5803108808290155
28148,21,0.91,psnr,image,0.5
28149,21,0.91,psnr,sphere,0.5
28150,21,0.91,psnr,xihe,0.5129533678756477
28151,21,0.91,psnr,entropy,0.5777202072538861
28152,21,0.92,psnr,image,0.5
28153,21,0.92,psnr,sphere,0.5
28154,21,0.92,psnr,xihe,0.5103626943005182
28155,21,0.92,psnr,entropy,0.5673575129533679
28156,21,0.93,psnr,image,0.5
28157,21,0.93,psnr,sphere,0.5
28158,21,0.93,psnr,xihe,0.5103626943005182
28159,21,0.93,psnr,entropy,0.5647668393782384
28160,21,0.94,psnr,image,0.5
28161,21,0.94,psnr,sphere,0.5
28162,21,0.94,psnr,xihe,0.5103626943005182
28163,21,0.94,psnr,entropy,0.5569948186528497
28164,21,0.95,psnr,image,0.5
28165,21,0.95,psnr,sphere,0.5
28166,21,0.95,psnr,xihe,0.5103626943005182
28167,21,0.95,psnr,entropy,0.5466321243523317
28168,21,0.96,psnr,image,0.5
28169,21,0.96,psnr,sphere,0.5
28170,21,0.96,psnr,xihe,0.5077720207253886
28171,21,0.96,psnr,entropy,0.5440414507772021
28172,21,0.97,psnr,image,0.5
28173,21,0.97,psnr,sphere,0.5
28174,21,0.97,psnr,xihe,0.5051813471502591
28175,21,0.97,psnr,entropy,0.538860103626943
28176,21,0.98,psnr,image,0.5
28177,21,0.98,psnr,sphere,0.5
28178,21,0.98,psnr,xihe,0.5051813471502591
28179,21,0.98,psnr,entropy,0.538860103626943
28180,21,0.99,psnr,image,0.5
28181,21,0.99,psnr,sphere,0.5
28182,21,0.99,psnr,xihe,0.5
28183,21,0.99,psnr,entropy,0.5362694300518135
28184,21,1.0,psnr,image,0.5
28185,21,1.0,psnr,sphere,0.5
28186,21,1.0,psnr,xihe,0.5
28187,21,1.0,psnr,entropy,0.5362694300518135
28188,21,1.01,psnr,image,0.5
28189,21,1.01,psnr,sphere,0.5
28190,21,1.01,psnr,xihe,0.5
28191,21,1.01,psnr,entropy,0.5310880829015544
28192,21,1.02,psnr,image,0.5
28193,21,1.02,psnr,sphere,0.5
28194,21,1.02,psnr,xihe,0.5
28195,21,1.02,psnr,entropy,0.5284974093264249
28196,21,1.03,psnr,image,0.5
28197,21,1.03,psnr,sphere,0.5
28198,21,1.03,psnr,xihe,0.5
28199,21,1.03,psnr,entropy,0.5259067357512953
28200,21,1.04,psnr,image,0.5
28201,21,1.04,psnr,sphere,0.5
28202,21,1.04,psnr,xihe,0.5
28203,21,1.04,psnr,entropy,0.5207253886010362
28204,21,1.05,psnr,image,0.5
28205,21,1.05,psnr,sphere,0.5
28206,21,1.05,psnr,xihe,0.5
28207,21,1.05,psnr,entropy,0.5181347150259067
28208,21,1.06,psnr,image,0.5
28209,21,1.06,psnr,sphere,0.5
28210,21,1.06,psnr,xihe,0.5
28211,21,1.06,psnr,entropy,0.5155440414507773
28212,21,1.07,psnr,image,0.5
28213,21,1.07,psnr,sphere,0.5
28214,21,1.07,psnr,xihe,0.5
28215,21,1.07,psnr,entropy,0.5129533678756477
28216,21,1.08,psnr,image,0.5
28217,21,1.08,psnr,sphere,0.5
28218,21,1.08,psnr,xihe,0.5
28219,21,1.08,psnr,entropy,0.5103626943005182
28220,21,1.09,psnr,image,0.5
28221,21,1.09,psnr,sphere,0.5
28222,21,1.09,psnr,xihe,0.5
28223,21,1.09,psnr,entropy,0.5103626943005182
28224,21,1.1,psnr,image,0.5
28225,21,1.1,psnr,sphere,0.5
28226,21,1.1,psnr,xihe,0.5
28227,21,1.1,psnr,entropy,0.5103626943005182
28228,21,1.11,psnr,image,0.5
28229,21,1.11,psnr,sphere,0.5
28230,21,1.11,psnr,xihe,0.5
28231,21,1.11,psnr,entropy,0.5103626943005182
28232,21,1.12,psnr,image,0.5
28233,21,1.12,psnr,sphere,0.5
28234,21,1.12,psnr,xihe,0.5
28235,21,1.12,psnr,entropy,0.5103626943005182
28236,21,1.13,psnr,image,0.5
28237,21,1.13,psnr,sphere,0.5
28238,21,1.13,psnr,xihe,0.5
28239,21,1.13,psnr,entropy,0.5155440414507773
28240,21,1.14,psnr,image,0.5
28241,21,1.14,psnr,sphere,0.5
28242,21,1.14,psnr,xihe,0.5
28243,21,1.14,psnr,entropy,0.5103626943005182
28244,21,1.15,psnr,image,0.5
28245,21,1.15,psnr,sphere,0.5
28246,21,1.15,psnr,xihe,0.5
28247,21,1.15,psnr,entropy,0.5103626943005182
28248,21,1.16,psnr,image,0.5
28249,21,1.16,psnr,sphere,0.5
28250,21,1.16,psnr,xihe,0.5
28251,21,1.16,psnr,entropy,0.5051813471502591
28252,21,1.17,psnr,image,0.5
28253,21,1.17,psnr,sphere,0.5
28254,21,1.17,psnr,xihe,0.5
28255,21,1.17,psnr,entropy,0.5051813471502591
28256,21,1.18,psnr,image,0.5
28257,21,1.18,psnr,sphere,0.5
28258,21,1.18,psnr,xihe,0.5
28259,21,1.18,psnr,entropy,0.5051813471502591
28260,21,1.19,psnr,image,0.5
28261,21,1.19,psnr,sphere,0.5
28262,21,1.19,psnr,xihe,0.5
28263,21,1.19,psnr,entropy,0.5077720207253886
28264,21,1.2,psnr,image,0.5
28265,21,1.2,psnr,sphere,0.5
28266,21,1.2,psnr,xihe,0.5
28267,21,1.2,psnr,entropy,0.5077720207253886
28268,21,1.21,psnr,image,0.5
28269,21,1.21,psnr,sphere,0.5
28270,21,1.21,psnr,xihe,0.5
28271,21,1.21,psnr,entropy,0.5077720207253886
28272,21,1.22,psnr,image,0.5
28273,21,1.22,psnr,sphere,0.5
28274,21,1.22,psnr,xihe,0.5
28275,21,1.22,psnr,entropy,0.5077720207253886
28276,21,1.23,psnr,image,0.5
28277,21,1.23,psnr,sphere,0.5
28278,21,1.23,psnr,xihe,0.5
28279,21,1.23,psnr,entropy,0.5077720207253886
28280,21,1.24,psnr,image,0.5
28281,21,1.24,psnr,sphere,0.5
28282,21,1.24,psnr,xihe,0.5
28283,21,1.24,psnr,entropy,0.5051813471502591
28284,21,1.25,psnr,image,0.5
28285,21,1.25,psnr,sphere,0.5
28286,21,1.25,psnr,xihe,0.5
28287,21,1.25,psnr,entropy,0.5077720207253886
28288,21,1.26,psnr,image,0.5
28289,21,1.26,psnr,sphere,0.5
28290,21,1.26,psnr,xihe,0.5
28291,21,1.26,psnr,entropy,0.5051813471502591
28292,21,1.27,psnr,image,0.5
28293,21,1.27,psnr,sphere,0.5
28294,21,1.27,psnr,xihe,0.5
28295,21,1.27,psnr,entropy,0.5051813471502591
28296,21,1.28,psnr,image,0.5
28297,21,1.28,psnr,sphere,0.5
28298,21,1.28,psnr,xihe,0.5
28299,21,1.28,psnr,entropy,0.5051813471502591
28300,21,1.29,psnr,image,0.5
28301,21,1.29,psnr,sphere,0.5
28302,21,1.29,psnr,xihe,0.5
28303,21,1.29,psnr,entropy,0.5051813471502591
28304,21,1.3,psnr,image,0.5
28305,21,1.3,psnr,sphere,0.5
28306,21,1.3,psnr,xihe,0.5
28307,21,1.3,psnr,entropy,0.5025906735751295
28308,21,1.31,psnr,image,0.5
28309,21,1.31,psnr,sphere,0.5
28310,21,1.31,psnr,xihe,0.5
28311,21,1.31,psnr,entropy,0.5025906735751295
28312,21,1.32,psnr,image,0.5
28313,21,1.32,psnr,sphere,0.5
28314,21,1.32,psnr,xihe,0.5
28315,21,1.32,psnr,entropy,0.5051813471502591
28316,21,1.33,psnr,image,0.5
28317,21,1.33,psnr,sphere,0.5
28318,21,1.33,psnr,xihe,0.5
28319,21,1.33,psnr,entropy,0.5051813471502591
28320,21,1.34,psnr,image,0.5
28321,21,1.34,psnr,sphere,0.5
28322,21,1.34,psnr,xihe,0.5
28323,21,1.34,psnr,entropy,0.5051813471502591
28324,21,1.35,psnr,image,0.5
28325,21,1.35,psnr,sphere,0.5
28326,21,1.35,psnr,xihe,0.5
28327,21,1.35,psnr,entropy,0.5051813471502591
28328,21,1.36,psnr,image,0.5
28329,21,1.36,psnr,sphere,0.5
28330,21,1.36,psnr,xihe,0.5
28331,21,1.36,psnr,entropy,0.5051813471502591
28332,21,1.37,psnr,image,0.5
28333,21,1.37,psnr,sphere,0.5
28334,21,1.37,psnr,xihe,0.5
28335,21,1.37,psnr,entropy,0.5051813471502591
28336,21,1.38,psnr,image,0.5
28337,21,1.38,psnr,sphere,0.5
28338,21,1.38,psnr,xihe,0.5
28339,21,1.38,psnr,entropy,0.5051813471502591
28340,21,1.39,psnr,image,0.5
28341,21,1.39,psnr,sphere,0.5
28342,21,1.39,psnr,xihe,0.5
28343,21,1.39,psnr,entropy,0.5051813471502591
28344,21,1.4,psnr,image,0.5
28345,21,1.4,psnr,sphere,0.5
28346,21,1.4,psnr,xihe,0.5
28347,21,1.4,psnr,entropy,0.5051813471502591
28348,21,1.41,psnr,image,0.5
28349,21,1.41,psnr,sphere,0.5
28350,21,1.41,psnr,xihe,0.5
28351,21,1.41,psnr,entropy,0.5051813471502591
28352,21,1.42,psnr,image,0.5
28353,21,1.42,psnr,sphere,0.5
28354,21,1.42,psnr,xihe,0.5
28355,21,1.42,psnr,entropy,0.5051813471502591
28356,21,1.43,psnr,image,0.5
28357,21,1.43,psnr,sphere,0.5
28358,21,1.43,psnr,xihe,0.5
28359,21,1.43,psnr,entropy,0.5051813471502591
28360,21,1.44,psnr,image,0.5
28361,21,1.44,psnr,sphere,0.5
28362,21,1.44,psnr,xihe,0.5
28363,21,1.44,psnr,entropy,0.5051813471502591
28364,21,1.45,psnr,image,0.5
